"target","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","mouse.time","mouse.corr","mouse.clicked_name","furcht.response","liebenswert.response","rated_image","age.text","gender.response","pc_frequency.response","reaction_games_frequency.response","neuro_1_rev.response","neuro_2.response","neuro_3.response","neuro_4_rev.response","specific_fear_spider.response","specific_fear_snake.response","id","date"
"person1",4,3,67,4,NA,NA,NA,NA,"[0.6019689000004291]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",4,4,68,15,NA,NA,NA,NA,"[0.9186286999993172]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",4,5,69,9,NA,NA,NA,NA,"[1.2691202999994857]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",4,6,70,3,NA,NA,NA,NA,"[1.0354928000015207]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",4,7,71,13,NA,NA,NA,NA,"[1.5362186000002112]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",4,8,72,2,NA,NA,NA,NA,"[0.7189054999998916]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",4,9,73,11,NA,NA,NA,NA,"[0.9851466999989498]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",4,10,74,0,NA,NA,NA,NA,"[1.4852526999984548]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",4,11,75,7,NA,NA,NA,NA,"[1.4686832999996113]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",4,12,76,8,NA,NA,NA,NA,"[0.7674833000000945]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",4,13,77,14,NA,NA,NA,NA,"[0.6691398000002664]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",4,14,78,10,NA,NA,NA,NA,"[0.8187861999995221]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",4,15,79,6,NA,NA,NA,NA,"[0.9691915000003064]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,0,0,0,0,"","","","3","1","gesicht3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,1,0,1,0,"","","","1","5","schlange1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,2,0,2,0,"","","","3","1","gesicht1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,3,0,3,0,"","","","1","5","auto1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,4,0,4,0,"","","","1","3","person2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"","20","1","4","1","4","4","4","2","3","3","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",0,0,0,14,NA,NA,NA,NA,"[1.1954735536128283]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",0,1,1,0,NA,NA,NA,NA,"[0.8642896842211485]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",0,2,2,3,NA,NA,NA,NA,"[2.4016963224858046]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",0,3,3,6,NA,NA,NA,NA,"[1.481526656076312]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",0,4,4,11,NA,NA,NA,NA,"[1.6163116693496704]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",0,5,5,7,NA,NA,NA,NA,"[1.1125003769993782]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",0,6,6,12,NA,NA,NA,NA,"[1.0799938905984163]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",0,7,7,2,NA,NA,NA,NA,"[1.4148118402808905]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",0,8,8,1,NA,NA,NA,NA,"[1.5609613247215748]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",0,9,9,4,NA,NA,NA,NA,"[1.0668302979320288]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",0,10,10,13,NA,NA,NA,NA,"[0.784201642498374]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",0,11,11,9,NA,NA,NA,NA,"[1.2119335886090994]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",0,12,12,15,NA,NA,NA,NA,"[0.9168717991560698]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",0,13,13,10,NA,NA,NA,NA,"[0.7465190924704075]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",0,14,14,5,NA,NA,NA,NA,"[0.8670897707343102]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",0,15,15,8,NA,NA,NA,NA,"[0.7478963807225227]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",1,0,16,15,NA,NA,NA,NA,"[1.1641020067036152]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",1,1,17,11,NA,NA,NA,NA,"[0.5970085952430964]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",1,2,18,8,NA,NA,NA,NA,"[0.5677066780626774]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",1,3,19,6,NA,NA,NA,NA,"[1.0001163389533758]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",1,4,20,12,NA,NA,NA,NA,"[0.6653015166521072]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",1,5,21,5,NA,NA,NA,NA,"[0.6793656628578901]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",1,6,22,0,NA,NA,NA,NA,"[1.0139168035238981]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",1,7,23,4,NA,NA,NA,NA,"[0.9784426912665367]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",1,8,24,14,NA,NA,NA,NA,"[1.033391397446394]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",1,9,25,10,NA,NA,NA,NA,"[0.9814854115247726]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",1,10,26,9,NA,NA,NA,NA,"[1.0632027611136436]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",1,11,27,1,NA,NA,NA,NA,"[0.830508878454566]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",1,12,28,2,NA,NA,NA,NA,"[0.7788665741682053]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",1,13,29,13,NA,NA,NA,NA,"[1.1122648548334837]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",1,14,30,3,NA,NA,NA,NA,"[0.884247550740838]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",1,15,31,7,NA,NA,NA,NA,"[1.3515385407954454]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",2,0,32,11,NA,NA,NA,NA,"[0.9662189111113548]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",2,1,33,9,NA,NA,NA,NA,"[1.012016136199236]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",2,2,34,4,NA,NA,NA,NA,"[0.6451342962682247]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",2,3,35,15,NA,NA,NA,NA,"[0.7998376376926899]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",2,4,36,0,NA,NA,NA,NA,"[0.6620562709867954]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",2,5,37,3,NA,NA,NA,NA,"[1.2166189830750227]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",2,6,38,7,NA,NA,NA,NA,"[0.9478152561932802]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",2,7,39,5,NA,NA,NA,NA,"[0.6794308014214039]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",2,8,40,1,NA,NA,NA,NA,"[1.5292527098208666]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",2,9,41,6,NA,NA,NA,NA,"[0.8138667978346348]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",2,10,42,10,NA,NA,NA,NA,"[1.1126278080046177]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",2,11,43,2,NA,NA,NA,NA,"[1.3465960063040257]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",2,12,44,14,NA,NA,NA,NA,"[0.9998196605592966]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",2,13,45,13,NA,NA,NA,NA,"[1.0818396601825953]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",2,14,46,12,NA,NA,NA,NA,"[0.8659349195659161]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",2,15,47,8,NA,NA,NA,NA,"[0.8129136189818382]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",3,0,48,6,NA,NA,NA,NA,"[0.8959098383784294]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",3,1,49,11,NA,NA,NA,NA,"[0.9308309871703386]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",3,2,50,10,NA,NA,NA,NA,"[0.6787410192191601]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",3,3,51,7,NA,NA,NA,NA,"[2.045855537056923]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",3,4,52,4,NA,NA,NA,NA,"[0.7652703393250704]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",3,5,53,15,NA,NA,NA,NA,"[1.53224878013134]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",3,6,54,14,NA,NA,NA,NA,"[0.8659235425293446]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",3,7,55,12,NA,NA,NA,NA,"[1.2990710567682981]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",3,8,56,8,NA,NA,NA,NA,"[1.032755946740508]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",3,9,57,9,NA,NA,NA,NA,"[0.700525313615799]","[0]","['dis2']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",3,10,58,0,NA,NA,NA,NA,"[0.6788855195045471]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",3,11,59,5,NA,NA,NA,NA,"[1.1809463296085596]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",3,12,60,2,NA,NA,NA,NA,"[1.183430964127183]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",3,13,61,13,NA,NA,NA,NA,"[1.0678019672632217]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",3,14,62,1,NA,NA,NA,NA,"[1.066546991467476]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",3,15,63,3,NA,NA,NA,NA,"[1.1954695712774992]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",4,0,64,13,NA,NA,NA,NA,"[1.1334330402314663]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",4,1,65,7,NA,NA,NA,NA,"[0.6968004945665598]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",4,2,66,15,NA,NA,NA,NA,"[1.1790715456008911]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",4,3,67,14,NA,NA,NA,NA,"[1.096047168597579]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",4,4,68,2,NA,NA,NA,NA,"[0.8504087217152119]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",4,5,69,6,NA,NA,NA,NA,"[0.79769092425704]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",4,6,70,8,NA,NA,NA,NA,"[0.8669546581804752]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",4,7,71,3,NA,NA,NA,NA,"[1.1661500185728073]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",4,8,72,11,NA,NA,NA,NA,"[0.6997758001089096]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",4,9,73,9,NA,NA,NA,NA,"[0.7639442533254623]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",4,10,74,12,NA,NA,NA,NA,"[0.9009030014276505]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",4,11,75,1,NA,NA,NA,NA,"[1.083372538909316]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",4,12,76,5,NA,NA,NA,NA,"[1.9817448258399963]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",4,13,77,4,NA,NA,NA,NA,"[0.6833396572619677]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",4,14,78,10,NA,NA,NA,NA,"[0.8334241677075624]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",4,15,79,0,NA,NA,NA,NA,"[1.065120778977871]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,0,0,0,0,"","","","2","2","schiff1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,1,0,1,0,"","","","1","2","flugzeug1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,2,0,2,0,"","","","1","3","gesicht3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,3,0,3,0,"","","","1","4","zug1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,4,0,4,0,"","","","1","1","person2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"","29","1","5","1","2","3","4","2","2","2","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",0,0,0,4,NA,NA,NA,NA,"[0.9818752103110455]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",0,1,1,1,NA,NA,NA,NA,"[1.3684648570515492]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",0,2,2,13,NA,NA,NA,NA,"[0.8879121704321733]","[]","[]",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",0,3,3,2,NA,NA,NA,NA,"[1.0518007171976933]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",0,4,4,11,NA,NA,NA,NA,"[0.7014666231652882]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",0,5,5,3,NA,NA,NA,NA,"[1.302173410319483]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",0,6,6,14,NA,NA,NA,NA,"[1.0851242182407077]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",0,7,7,9,NA,NA,NA,NA,"[0.6842193440879782]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",0,8,8,8,NA,NA,NA,NA,"[0.6812352391189052]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",0,9,9,12,NA,NA,NA,NA,"[1.0185594205522648]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",0,10,10,0,NA,NA,NA,NA,"[1.9859350835567966]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",0,11,11,5,NA,NA,NA,NA,"[0.8849587854456331]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",0,12,12,10,NA,NA,NA,NA,"[1.0188509759427689]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",0,13,13,15,NA,NA,NA,NA,"[0.7187082133568765]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",0,14,14,7,NA,NA,NA,NA,"[1.1687727395419643]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",0,15,15,6,NA,NA,NA,NA,"[0.652978259638985]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",1,0,16,0,NA,NA,NA,NA,"[1.3362953464629754]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",1,1,17,4,NA,NA,NA,NA,"[0.818426129962063]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",1,2,18,7,NA,NA,NA,NA,"[0.9862189589512127]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",1,3,19,3,NA,NA,NA,NA,"[1.1852050857496579]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",1,4,20,13,NA,NA,NA,NA,"[1.3857639049874706]","[0]","['dis8']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",1,5,21,8,NA,NA,NA,NA,"[1.0858350445023461]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",1,6,22,11,NA,NA,NA,NA,"[0.9687370133406148]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",1,7,23,15,NA,NA,NA,NA,"[1.0003123198221147]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",1,8,24,2,NA,NA,NA,NA,"[1.269458904485873]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",1,9,25,1,NA,NA,NA,NA,"[0.6346478167342866]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",1,10,26,14,NA,NA,NA,NA,"[0.8190149296269738]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",1,11,27,9,NA,NA,NA,NA,"[0.7343219289186891]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",1,12,28,10,NA,NA,NA,NA,"[0.7353271550136924]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",1,13,29,6,NA,NA,NA,NA,"[0.7849080690302799]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",1,14,30,12,NA,NA,NA,NA,"[0.7345218932496209]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",1,15,31,5,NA,NA,NA,NA,"[0.8688828479243966]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",2,0,32,12,NA,NA,NA,NA,"[0.9855613237696161]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",2,1,33,15,NA,NA,NA,NA,"[1.0527063877943874]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",2,2,34,7,NA,NA,NA,NA,"[0.7681594207806484]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
